sequenceNo	sequenceStartUnix	sequenceEndUnix	sequenceStartDate	sequenceEndDate	sonarFilePath	sonarFileTimestampsPath	mergingFrames	cam1FilePath	cam1FileTimestampsPath	cam2FilePath	cam2FileTimestampsPath
4139	1634744832.913	1634745056.713	2021-10-20T15:47:12.913	2021-10-20T15:50:56.713	sonar\sonar_4139.mp4	sonar\sonar_4139.txt	0	camera\cam1_4139.mp4	camera\cam1_4139.txt	camera\cam2_4139.mp4	camera\cam2_4139.txt
4140	1634745161.843	1634745251.393	2021-10-20T15:52:41.843	2021-10-20T15:54:11.393	sonar\sonar_4140.mp4	sonar\sonar_4140.txt	0	camera\cam1_4140.mp4	camera\cam1_4140.txt	camera\cam2_4140.mp4	camera\cam2_4140.txt
4141	1634745372.083	1634745534.404	2021-10-20T15:56:12.083	2021-10-20T15:58:54.404	sonar\sonar_4141.mp4	sonar\sonar_4141.txt	0	camera\cam1_4141.mp4	camera\cam1_4141.txt	camera\cam2_4141.mp4	camera\cam2_4141.txt
4142	1634745541.224	1634746564.905	2021-10-20T15:59:01.224	2021-10-20T16:16:04.905	sonar\sonar_4142.mp4	sonar\sonar_4142.txt	0	camera\cam1_4142.mp4	camera\cam1_4142.txt	camera\cam2_4142.mp4	camera\cam2_4142.txt
4143	1634746567.645	1634746673.255	2021-10-20T16:16:07.645	2021-10-20T16:17:53.255	sonar\sonar_4143.mp4	sonar\sonar_4143.txt	0	camera\cam1_4143.mp4	camera\cam1_4143.txt	camera\cam2_4143.mp4	camera\cam2_4143.txt
4144	1634746787.645	1634746944.396	2021-10-20T16:19:47.645	2021-10-20T16:22:24.396	sonar\sonar_4144.mp4	sonar\sonar_4144.txt	0	camera\cam1_4144.mp4	camera\cam1_4144.txt	camera\cam2_4144.mp4	camera\cam2_4144.txt
4145	1634747019.036	1634747104.296	2021-10-20T16:23:39.036	2021-10-20T16:25:04.296	sonar\sonar_4145.mp4	sonar\sonar_4145.txt	0	camera\cam1_4145.mp4	camera\cam1_4145.txt	camera\cam2_4145.mp4	camera\cam2_4145.txt
4146	1634747131.206	1634747220.286	2021-10-20T16:25:31.206	2021-10-20T16:27:00.286	sonar\sonar_4146.mp4	sonar\sonar_4146.txt	0	camera\cam1_4146.mp4	camera\cam1_4146.txt	camera\cam2_4146.mp4	camera\cam2_4146.txt
4147	1634796344.514	1634796473.504	2021-10-21T06:05:44.514	2021-10-21T06:07:53.504	sonar\sonar_4147.mp4	sonar\sonar_4147.txt	0	camera\cam1_4147.mp4	camera\cam1_4147.txt	camera\cam2_4147.mp4	camera\cam2_4147.txt
4148	1634796700.605	1634796800.515	2021-10-21T06:11:40.605	2021-10-21T06:13:20.515	sonar\sonar_4148.mp4	sonar\sonar_4148.txt	0	camera\cam1_4148.mp4	camera\cam1_4148.txt	camera\cam2_4148.mp4	camera\cam2_4148.txt
4149	1634796806.865	1634796872.445	2021-10-21T06:13:26.865	2021-10-21T06:14:32.445	sonar\sonar_4149.mp4	sonar\sonar_4149.txt	0	camera\cam1_4149.mp4	camera\cam1_4149.txt	camera\cam2_4149.mp4	camera\cam2_4149.txt
4150	1634796990.375	1634797086.275	2021-10-21T06:16:30.375	2021-10-21T06:18:06.275	sonar\sonar_4150.mp4	sonar\sonar_4150.txt	0	camera\cam1_4150.mp4	camera\cam1_4150.txt	camera\cam2_4150.mp4	camera\cam2_4150.txt
4151	1634797156.815	1634797257.735	2021-10-21T06:19:16.815	2021-10-21T06:20:57.735	sonar\sonar_4151.mp4	sonar\sonar_4151.txt	0	camera\cam1_4151.mp4	camera\cam1_4151.txt	camera\cam2_4151.mp4	camera\cam2_4151.txt
4152	1634797596.126	1634797687.486	2021-10-21T06:26:36.126	2021-10-21T06:28:07.486	sonar\sonar_4152.mp4	sonar\sonar_4152.txt	0	camera\cam1_4152.mp4	camera\cam1_4152.txt	camera\cam2_4152.mp4	camera\cam2_4152.txt
4153	1634797874.676	1634798030.427	2021-10-21T06:31:14.676	2021-10-21T06:33:50.427	sonar\sonar_4153.mp4	sonar\sonar_4153.txt	0	camera\cam1_4153.mp4	camera\cam1_4153.txt	camera\cam2_4153.mp4	camera\cam2_4153.txt
4154	1634798055.627	1634798402.567	2021-10-21T06:34:15.627	2021-10-21T06:40:02.567	sonar\sonar_4154.mp4	sonar\sonar_4154.txt	0	camera\cam1_4154.mp4	camera\cam1_4154.txt	camera\cam2_4154.mp4	camera\cam2_4154.txt
4155	1634798464.057	1634798543.557	2021-10-21T06:41:04.057	2021-10-21T06:42:23.557	sonar\sonar_4155.mp4	sonar\sonar_4155.txt	0	camera\cam1_4155.mp4	camera\cam1_4155.txt	camera\cam2_4155.mp4	camera\cam2_4155.txt
4156	1634798712.578	1634798778.568	2021-10-21T06:45:12.578	2021-10-21T06:46:18.568	sonar\sonar_4156.mp4	sonar\sonar_4156.txt	0	camera\cam1_4156.mp4	camera\cam1_4156.txt	camera\cam2_4156.mp4	camera\cam2_4156.txt
4157	1634798828.718	1634798943.968	2021-10-21T06:47:08.718	2021-10-21T06:49:03.968	sonar\sonar_4157.mp4	sonar\sonar_4157.txt	0	camera\cam1_4157.mp4	camera\cam1_4157.txt	camera\cam2_4157.mp4	camera\cam2_4157.txt
4158	1634799878.159	1634799978.629	2021-10-21T07:04:38.159	2021-10-21T07:06:18.629	sonar\sonar_4158.mp4	sonar\sonar_4158.txt	0	camera\cam1_4158.mp4	camera\cam1_4158.txt	camera\cam2_4158.mp4	camera\cam2_4158.txt
4159	1634799987.439	1634800052.479	2021-10-21T07:06:27.439	2021-10-21T07:07:32.479	sonar\sonar_4159.mp4	sonar\sonar_4159.txt	0	camera\cam1_4159.mp4	camera\cam1_4159.txt	camera\cam2_4159.mp4	camera\cam2_4159.txt
4160	1634800208.82	1634800290.64	2021-10-21T07:10:08.820	2021-10-21T07:11:30.640	sonar\sonar_4160.mp4	sonar\sonar_4160.txt	0	camera\cam1_4160.mp4	camera\cam1_4160.txt	camera\cam2_4160.mp4	camera\cam2_4160.txt
4161	1634800613.82	1634800684.65	2021-10-21T07:16:53.820	2021-10-21T07:18:04.650	sonar\sonar_4161.mp4	sonar\sonar_4161.txt	0	camera\cam1_4161.mp4	camera\cam1_4161.txt	camera\cam2_4161.mp4	camera\cam2_4161.txt
4162	1634800812.761	1634800882.711	2021-10-21T07:20:12.761	2021-10-21T07:21:22.711	sonar\sonar_4162.mp4	sonar\sonar_4162.txt	0	camera\cam1_4162.mp4	camera\cam1_4162.txt	camera\cam2_4162.mp4	camera\cam2_4162.txt
4163	1634801245.341	1634801363.991	2021-10-21T07:27:25.341	2021-10-21T07:29:23.991	sonar\sonar_4163.mp4	sonar\sonar_4163.txt	0	camera\cam1_4163.mp4	camera\cam1_4163.txt	camera\cam2_4163.mp4	camera\cam2_4163.txt
4164	1634801577.222	1634801651.592	2021-10-21T07:32:57.222	2021-10-21T07:34:11.592	sonar\sonar_4164.mp4	sonar\sonar_4164.txt	0	camera\cam1_4164.mp4	camera\cam1_4164.txt	camera\cam2_4164.mp4	camera\cam2_4164.txt
4165	1634801722.562	1634801798.082	2021-10-21T07:35:22.562	2021-10-21T07:36:38.082	sonar\sonar_4165.mp4	sonar\sonar_4165.txt	0	camera\cam1_4165.mp4	camera\cam1_4165.txt	camera\cam2_4165.mp4	camera\cam2_4165.txt
4166	1634801849.842	1634801919.792	2021-10-21T07:37:29.842	2021-10-21T07:38:39.792	sonar\sonar_4166.mp4	sonar\sonar_4166.txt	0	camera\cam1_4166.mp4	camera\cam1_4166.txt	camera\cam2_4166.mp4	camera\cam2_4166.txt
4167	1634801992.262	1634802057.852	2021-10-21T07:39:52.262	2021-10-21T07:40:57.852	sonar\sonar_4167.mp4	sonar\sonar_4167.txt	0	camera\cam1_4167.mp4	camera\cam1_4167.txt	camera\cam2_4167.mp4	camera\cam2_4167.txt
4168	1634802145.042	1634802231.562	2021-10-21T07:42:25.042	2021-10-21T07:43:51.562	sonar\sonar_4168.mp4	sonar\sonar_4168.txt	0	camera\cam1_4168.mp4	camera\cam1_4168.txt	camera\cam2_4168.mp4	camera\cam2_4168.txt
4169	1634804308.815	1634804381.295	2021-10-21T08:18:28.815	2021-10-21T08:19:41.295	sonar\sonar_4169.mp4	sonar\sonar_4169.txt	0	camera\cam1_4169.mp4	camera\cam1_4169.txt	camera\cam2_4169.mp4	camera\cam2_4169.txt
4170	1634804861.296	1634804955.636	2021-10-21T08:27:41.296	2021-10-21T08:29:15.636	sonar\sonar_4170.mp4	sonar\sonar_4170.txt	0	camera\cam1_4170.mp4	camera\cam1_4170.txt	camera\cam2_4170.mp4	camera\cam2_4170.txt
4171	1634805817.517	1634805905.277	2021-10-21T08:43:37.517	2021-10-21T08:45:05.277	sonar\sonar_4171.mp4	sonar\sonar_4171.txt	0	camera\cam1_4171.mp4	camera\cam1_4171.txt	camera\cam2_4171.mp4	camera\cam2_4171.txt
4172	1634806270.298	1634806405.158	2021-10-21T08:51:10.298	2021-10-21T08:53:25.158	sonar\sonar_4172.mp4	sonar\sonar_4172.txt	0	camera\cam1_4172.mp4	camera\cam1_4172.txt	camera\cam2_4172.mp4	camera\cam2_4172.txt
4173	1634807179.319	1634807253.129	2021-10-21T09:06:19.319	2021-10-21T09:07:33.129	sonar\sonar_4173.mp4	sonar\sonar_4173.txt	0	camera\cam1_4173.mp4	camera\cam1_4173.txt	camera\cam2_4173.mp4	camera\cam2_4173.txt
4174	1634807323.83	1634807448.1	2021-10-21T09:08:43.830	2021-10-21T09:10:48.100	sonar\sonar_4174.mp4	sonar\sonar_4174.txt	0	camera\cam1_4174.mp4	camera\cam1_4174.txt	camera\cam2_4174.mp4	camera\cam2_4174.txt
4175	1634808449.981	1634808525.441	2021-10-21T09:27:29.981	2021-10-21T09:28:45.441	sonar\sonar_4175.mp4	sonar\sonar_4175.txt	0	camera\cam1_4175.mp4	camera\cam1_4175.txt	camera\cam2_4175.mp4	camera\cam2_4175.txt
4176	1634808539.781	1634808627.331	2021-10-21T09:28:59.781	2021-10-21T09:30:27.331	sonar\sonar_4176.mp4	sonar\sonar_4176.txt	0	camera\cam1_4176.mp4	camera\cam1_4176.txt	camera\cam2_4176.mp4	camera\cam2_4176.txt
4177	1634808814.712	1634808893.532	2021-10-21T09:33:34.712	2021-10-21T09:34:53.532	sonar\sonar_4177.mp4	sonar\sonar_4177.txt	0	camera\cam1_4177.mp4	camera\cam1_4177.txt	camera\cam2_4177.mp4	camera\cam2_4177.txt
4178	1634809118.922	1634809197.472	2021-10-21T09:38:38.922	2021-10-21T09:39:57.472	sonar\sonar_4178.mp4	sonar\sonar_4178.txt	0	camera\cam1_4178.mp4	camera\cam1_4178.txt	camera\cam2_4178.mp4	camera\cam2_4178.txt
4179	1634809823.973	1634809959.843	2021-10-21T09:50:23.973	2021-10-21T09:52:39.843	sonar\sonar_4179.mp4	sonar\sonar_4179.txt	0	camera\cam1_4179.mp4	camera\cam1_4179.txt	camera\cam2_4179.mp4	camera\cam2_4179.txt
4180	1634810089.413	1634810188.203	2021-10-21T09:54:49.413	2021-10-21T09:56:28.203	sonar\sonar_4180.mp4	sonar\sonar_4180.txt	0	camera\cam1_4180.mp4	camera\cam1_4180.txt	camera\cam2_4180.mp4	camera\cam2_4180.txt
4181	1634810403.474	1634810469.574	2021-10-21T10:00:03.474	2021-10-21T10:01:09.574	sonar\sonar_4181.mp4	sonar\sonar_4181.txt	0	camera\cam1_4181.mp4	camera\cam1_4181.txt	camera\cam2_4181.mp4	camera\cam2_4181.txt
4182	1634810671.124	1634810742.624	2021-10-21T10:04:31.124	2021-10-21T10:05:42.624	sonar\sonar_4182.mp4	sonar\sonar_4182.txt	0	camera\cam1_4182.mp4	camera\cam1_4182.txt	camera\cam2_4182.mp4	camera\cam2_4182.txt
4183	1634811505.965	1634811584.885	2021-10-21T10:18:25.965	2021-10-21T10:19:44.885	sonar\sonar_4183.mp4	sonar\sonar_4183.txt	0	camera\cam1_4183.mp4	camera\cam1_4183.txt	camera\cam2_4183.mp4	camera\cam2_4183.txt
4184	1634812207.286	1634812362.267	2021-10-21T10:30:07.286	2021-10-21T10:32:42.267	sonar\sonar_4184.mp4	sonar\sonar_4184.txt	111	camera\cam1_4184.mp4	camera\cam1_4184.txt	camera\cam2_4184.mp4	camera\cam2_4184.txt
4185	1634812566.467	1634812697.927	2021-10-21T10:36:06.467	2021-10-21T10:38:17.927	sonar\sonar_4185.mp4	sonar\sonar_4185.txt	0	camera\cam1_4185.mp4	camera\cam1_4185.txt	camera\cam2_4185.mp4	camera\cam2_4185.txt
4186	1634812883.937	1634812952.907	2021-10-21T10:41:23.937	2021-10-21T10:42:32.907	sonar\sonar_4186.mp4	sonar\sonar_4186.txt	0	camera\cam1_4186.mp4	camera\cam1_4186.txt	camera\cam2_4186.mp4	camera\cam2_4186.txt
4187	1634812964.647	1634813113.358	2021-10-21T10:42:44.647	2021-10-21T10:45:13.358	sonar\sonar_4187.mp4	sonar\sonar_4187.txt	0	camera\cam1_4187.mp4	camera\cam1_4187.txt	camera\cam2_4187.mp4	camera\cam2_4187.txt
4188	1634814204.679	1634814273.109	2021-10-21T11:03:24.679	2021-10-21T11:04:33.109	sonar\sonar_4188.mp4	sonar\sonar_4188.txt	0	camera\cam1_4188.mp4	camera\cam1_4188.txt	camera\cam2_4188.mp4	camera\cam2_4188.txt
4189	1634814454.1	1634814523.09	2021-10-21T11:07:34.100	2021-10-21T11:08:43.090	sonar\sonar_4189.mp4	sonar\sonar_4189.txt	0	camera\cam1_4189.mp4	camera\cam1_4189.txt	camera\cam2_4189.mp4	camera\cam2_4189.txt
4190	1634815535.981	1634815601.101	2021-10-21T11:25:35.981	2021-10-21T11:26:41.101	sonar\sonar_4190.mp4	sonar\sonar_4190.txt	0	camera\cam1_4190.mp4	camera\cam1_4190.txt	camera\cam2_4190.mp4	camera\cam2_4190.txt
4191	1634815673.681	1634815780.401	2021-10-21T11:27:53.681	2021-10-21T11:29:40.401	sonar\sonar_4191.mp4	sonar\sonar_4191.txt	0	camera\cam1_4191.mp4	camera\cam1_4191.txt	camera\cam2_4191.mp4	camera\cam2_4191.txt
4192	1634816253.222	1634816340.022	2021-10-21T11:37:33.222	2021-10-21T11:39:00.022	sonar\sonar_4192.mp4	sonar\sonar_4192.txt	0	camera\cam1_4192.mp4	camera\cam1_4192.txt	camera\cam2_4192.mp4	camera\cam2_4192.txt
4193	1634816392.072	1634816515.392	2021-10-21T11:39:52.072	2021-10-21T11:41:55.392	sonar\sonar_4193.mp4	sonar\sonar_4193.txt	0	camera\cam1_4193.mp4	camera\cam1_4193.txt	camera\cam2_4193.mp4	camera\cam2_4193.txt
4194	1634816536.152	1634816602.642	2021-10-21T11:42:16.152	2021-10-21T11:43:22.642	sonar\sonar_4194.mp4	sonar\sonar_4194.txt	0	camera\cam1_4194.mp4	camera\cam1_4194.txt	camera\cam2_4194.mp4	camera\cam2_4194.txt
4195	1634816666.413	1634816883.523	2021-10-21T11:44:26.413	2021-10-21T11:48:03.523	sonar\sonar_4195.mp4	sonar\sonar_4195.txt	0	camera\cam1_4195.mp4	camera\cam1_4195.txt	camera\cam2_4195.mp4	camera\cam2_4195.txt
4196	1634816910.803	1634816987.453	2021-10-21T11:48:30.803	2021-10-21T11:49:47.453	sonar\sonar_4196.mp4	sonar\sonar_4196.txt	0	camera\cam1_4196.mp4	camera\cam1_4196.txt	camera\cam2_4196.mp4	camera\cam2_4196.txt
4197	1634817439.814	1634817538.854	2021-10-21T11:57:19.814	2021-10-21T11:58:58.854	sonar\sonar_4197.mp4	sonar\sonar_4197.txt	0	camera\cam1_4197.mp4	camera\cam1_4197.txt	camera\cam2_4197.mp4	camera\cam2_4197.txt
4198	1634817734.904	1634817859.674	2021-10-21T12:02:14.904	2021-10-21T12:04:19.674	sonar\sonar_4198.mp4	sonar\sonar_4198.txt	0	camera\cam1_4198.mp4	camera\cam1_4198.txt	camera\cam2_4198.mp4	camera\cam2_4198.txt
4199	1634817946.234	1634818142.485	2021-10-21T12:05:46.234	2021-10-21T12:09:02.485	sonar\sonar_4199.mp4	sonar\sonar_4199.txt	0	camera\cam1_4199.mp4	camera\cam1_4199.txt	camera\cam2_4199.mp4	camera\cam2_4199.txt
4200	1634818160.995	1634818231.085	2021-10-21T12:09:20.995	2021-10-21T12:10:31.085	sonar\sonar_4200.mp4	sonar\sonar_4200.txt	0	camera\cam1_4200.mp4	camera\cam1_4200.txt	camera\cam2_4200.mp4	camera\cam2_4200.txt
4201	1634818439.825	1634818562.835	2021-10-21T12:13:59.825	2021-10-21T12:16:02.835	sonar\sonar_4201.mp4	sonar\sonar_4201.txt	0	camera\cam1_4201.mp4	camera\cam1_4201.txt	camera\cam2_4201.mp4	camera\cam2_4201.txt
4202	1634819199.546	1634819316.676	2021-10-21T12:26:39.546	2021-10-21T12:28:36.676	sonar\sonar_4202.mp4	sonar\sonar_4202.txt	0	camera\cam1_4202.mp4	camera\cam1_4202.txt	camera\cam2_4202.mp4	camera\cam2_4202.txt
4203	1634820258.058	1634820328.138	2021-10-21T12:44:18.058	2021-10-21T12:45:28.138	sonar\sonar_4203.mp4	sonar\sonar_4203.txt	0	camera\cam1_4203.mp4	camera\cam1_4203.txt	camera\cam2_4203.mp4	camera\cam2_4203.txt
4204	1634820339.608	1634820414.228	2021-10-21T12:45:39.608	2021-10-21T12:46:54.228	sonar\sonar_4204.mp4	sonar\sonar_4204.txt	0	camera\cam1_4204.mp4	camera\cam1_4204.txt	camera\cam2_4204.mp4	camera\cam2_4204.txt
4205	1634820981.969	1634821100.929	2021-10-21T12:56:21.969	2021-10-21T12:58:20.929	sonar\sonar_4205.mp4	sonar\sonar_4205.txt	0	camera\cam1_4205.mp4	camera\cam1_4205.txt	camera\cam2_4205.mp4	camera\cam2_4205.txt
4206	1634821462.949	1634821611.559	2021-10-21T13:04:22.949	2021-10-21T13:06:51.559	sonar\sonar_4206.mp4	sonar\sonar_4206.txt	332	camera\cam1_4206.mp4	camera\cam1_4206.txt	camera\cam2_4206.mp4	camera\cam2_4206.txt
4207	1634821845.05	1634821919.41	2021-10-21T13:10:45.050	2021-10-21T13:11:59.410	sonar\sonar_4207.mp4	sonar\sonar_4207.txt	0	camera\cam1_4207.mp4	camera\cam1_4207.txt	camera\cam2_4207.mp4	camera\cam2_4207.txt
4208	1634822196.61	1634822277.05	2021-10-21T13:16:36.610	2021-10-21T13:17:57.050	sonar\sonar_4208.mp4	sonar\sonar_4208.txt	0	camera\cam1_4208.mp4	camera\cam1_4208.txt	camera\cam2_4208.mp4	camera\cam2_4208.txt
4209	1634822583.661	1634822712.381	2021-10-21T13:23:03.661	2021-10-21T13:25:12.381	sonar\sonar_4209.mp4	sonar\sonar_4209.txt	0	camera\cam1_4209.mp4	camera\cam1_4209.txt	camera\cam2_4209.mp4	camera\cam2_4209.txt
4210	1634823482.842	1634823570.482	2021-10-21T13:38:02.842	2021-10-21T13:39:30.482	sonar\sonar_4210.mp4	sonar\sonar_4210.txt	0	camera\cam1_4210.mp4	camera\cam1_4210.txt	camera\cam2_4210.mp4	camera\cam2_4210.txt
4211	1634824435.954	1634824535.924	2021-10-21T13:53:55.954	2021-10-21T13:55:35.924	sonar\sonar_4211.mp4	sonar\sonar_4211.txt	0	camera\cam1_4211.mp4	camera\cam1_4211.txt	camera\cam2_4211.mp4	camera\cam2_4211.txt
4212	1634826387.796	1634826466.126	2021-10-21T14:26:27.796	2021-10-21T14:27:46.126	sonar\sonar_4212.mp4	sonar\sonar_4212.txt	0	camera\cam1_4212.mp4	camera\cam1_4212.txt	camera\cam2_4212.mp4	camera\cam2_4212.txt
4213	1634826582.437	1634826653.467	2021-10-21T14:29:42.437	2021-10-21T14:30:53.467	sonar\sonar_4213.mp4	sonar\sonar_4213.txt	0	camera\cam1_4213.mp4	camera\cam1_4213.txt	camera\cam2_4213.mp4	camera\cam2_4213.txt
4214	1634828833.86	1634828906.69	2021-10-21T15:07:13.860	2021-10-21T15:08:26.690	sonar\sonar_4214.mp4	sonar\sonar_4214.txt	0	camera\cam1_4214.mp4	camera\cam1_4214.txt	camera\cam2_4214.mp4	camera\cam2_4214.txt
4215	1634829414.49	1634829480.87	2021-10-21T15:16:54.490	2021-10-21T15:18:00.870	sonar\sonar_4215.mp4	sonar\sonar_4215.txt	0	camera\cam1_4215.mp4	camera\cam1_4215.txt	camera\cam2_4215.mp4	camera\cam2_4215.txt
4216	1634830208.002	1634830277.052	2021-10-21T15:30:08.002	2021-10-21T15:31:17.052	sonar\sonar_4216.mp4	sonar\sonar_4216.txt	0	camera\cam1_4216.mp4	camera\cam1_4216.txt	camera\cam2_4216.mp4	camera\cam2_4216.txt
4217	1634831586.494	1634831655.134	2021-10-21T15:53:06.494	2021-10-21T15:54:15.134	sonar\sonar_4217.mp4	sonar\sonar_4217.txt	0	camera\cam1_4217.mp4	camera\cam1_4217.txt	camera\cam2_4217.mp4	camera\cam2_4217.txt
4218	1634881865.043	1634881970.463	2021-10-22T05:51:05.043	2021-10-22T05:52:50.463	sonar\sonar_4218.mp4	sonar\sonar_4218.txt	0	camera\cam1_4218.mp4	camera\cam1_4218.txt	camera\cam2_4218.mp4	camera\cam2_4218.txt
4219	1634882080.803	1634882168.753	2021-10-22T05:54:40.803	2021-10-22T05:56:08.753	sonar\sonar_4219.mp4	sonar\sonar_4219.txt	0	camera\cam1_4219.mp4	camera\cam1_4219.txt	camera\cam2_4219.mp4	camera\cam2_4219.txt
4220	1634882172.503	1634882238.303	2021-10-22T05:56:12.503	2021-10-22T05:57:18.303	sonar\sonar_4220.mp4	sonar\sonar_4220.txt	0	camera\cam1_4220.mp4	camera\cam1_4220.txt	camera\cam2_4220.mp4	camera\cam2_4220.txt
4221	1634882858.724	1634882924.834	2021-10-22T06:07:38.724	2021-10-22T06:08:44.834	sonar\sonar_4221.mp4	sonar\sonar_4221.txt	0	camera\cam1_4221.mp4	camera\cam1_4221.txt	camera\cam2_4221.mp4	camera\cam2_4221.txt
4222	1634884078.536	1634884156.836	2021-10-22T06:27:58.536	2021-10-22T06:29:16.836	sonar\sonar_4222.mp4	sonar\sonar_4222.txt	0	camera\cam1_4222.mp4	camera\cam1_4222.txt	camera\cam2_4222.mp4	camera\cam2_4222.txt
4223	1634884353.497	1634884422.747	2021-10-22T06:32:33.497	2021-10-22T06:33:42.747	sonar\sonar_4223.mp4	sonar\sonar_4223.txt	0	camera\cam1_4223.mp4	camera\cam1_4223.txt	camera\cam2_4223.mp4	camera\cam2_4223.txt
4224	1634884770.457	1634884854.787	2021-10-22T06:39:30.457	2021-10-22T06:40:54.787	sonar\sonar_4224.mp4	sonar\sonar_4224.txt	41	camera\cam1_4224.mp4	camera\cam1_4224.txt	camera\cam2_4224.mp4	camera\cam2_4224.txt
4225	1634884911.757	1634885051.857	2021-10-22T06:41:51.757	2021-10-22T06:44:11.857	sonar\sonar_4225.mp4	sonar\sonar_4225.txt	0	camera\cam1_4225.mp4	camera\cam1_4225.txt	camera\cam2_4225.mp4	camera\cam2_4225.txt
4226	1634885753.017	1634885827.707	2021-10-22T06:55:53.017	2021-10-22T06:57:07.707	sonar\sonar_4226.mp4	sonar\sonar_4226.txt	0	camera\cam1_4226.mp4	camera\cam1_4226.txt	camera\cam2_4226.mp4	camera\cam2_4226.txt
4227	1634885832.077	1634885950.457	2021-10-22T06:57:12.077	2021-10-22T06:59:10.457	sonar\sonar_4227.mp4	sonar\sonar_4227.txt	0	camera\cam1_4227.mp4	camera\cam1_4227.txt	camera\cam2_4227.mp4	camera\cam2_4227.txt
4228	1634886233.658	1634886309.208	2021-10-22T07:03:53.658	2021-10-22T07:05:09.208	sonar\sonar_4228.mp4	sonar\sonar_4228.txt	0	camera\cam1_4228.mp4	camera\cam1_4228.txt	camera\cam2_4228.mp4	camera\cam2_4228.txt
4229	1634886405.598	1634886549.148	2021-10-22T07:06:45.598	2021-10-22T07:09:09.148	sonar\sonar_4229.mp4	sonar\sonar_4229.txt	0	camera\cam1_4229.mp4	camera\cam1_4229.txt	camera\cam2_4229.mp4	camera\cam2_4229.txt
4230	1634886569.788	1634886749.039	2021-10-22T07:09:29.788	2021-10-22T07:12:29.039	sonar\sonar_4230.mp4	sonar\sonar_4230.txt	336	camera\cam1_4230.mp4	camera\cam1_4230.txt	camera\cam2_4230.mp4	camera\cam2_4230.txt
4231	1634886842.049	1634887300.429	2021-10-22T07:14:02.049	2021-10-22T07:21:40.429	sonar\sonar_4231.mp4	sonar\sonar_4231.txt	0	camera\cam1_4231.mp4	camera\cam1_4231.txt	camera\cam2_4231.mp4	camera\cam2_4231.txt
4232	1634887392.3	1634887468.24	2021-10-22T07:23:12.300	2021-10-22T07:24:28.240	sonar\sonar_4232.mp4	sonar\sonar_4232.txt	0	camera\cam1_4232.mp4	camera\cam1_4232.txt	camera\cam2_4232.mp4	camera\cam2_4232.txt
4233	1634887687.24	1634887789.71	2021-10-22T07:28:07.240	2021-10-22T07:29:49.710	sonar\sonar_4233.mp4	sonar\sonar_4233.txt	0	camera\cam1_4233.mp4	camera\cam1_4233.txt	camera\cam2_4233.mp4	camera\cam2_4233.txt
4234	1634887794.45	1634887919.66	2021-10-22T07:29:54.450	2021-10-22T07:31:59.660	sonar\sonar_4234.mp4	sonar\sonar_4234.txt	0	camera\cam1_4234.mp4	camera\cam1_4234.txt	camera\cam2_4234.mp4	camera\cam2_4234.txt
4235	1634888038.19	1634888111.71	2021-10-22T07:33:58.190	2021-10-22T07:35:11.710	sonar\sonar_4235.mp4	sonar\sonar_4235.txt	0	camera\cam1_4235.mp4	camera\cam1_4235.txt	camera\cam2_4235.mp4	camera\cam2_4235.txt
4236	1634888164.711	1634888246.701	2021-10-22T07:36:04.711	2021-10-22T07:37:26.701	sonar\sonar_4236.mp4	sonar\sonar_4236.txt	0	camera\cam1_4236.mp4	camera\cam1_4236.txt	camera\cam2_4236.mp4	camera\cam2_4236.txt
4237	1634888414.501	1634888480.941	2021-10-22T07:40:14.501	2021-10-22T07:41:20.941	sonar\sonar_4237.mp4	sonar\sonar_4237.txt	0	camera\cam1_4237.mp4	camera\cam1_4237.txt	camera\cam2_4237.mp4	camera\cam2_4237.txt
4238	1634888522.401	1634888618.101	2021-10-22T07:42:02.401	2021-10-22T07:43:38.101	sonar\sonar_4238.mp4	sonar\sonar_4238.txt	0	camera\cam1_4238.mp4	camera\cam1_4238.txt	camera\cam2_4238.mp4	camera\cam2_4238.txt
4239	1634888619.061	1634888687.951	2021-10-22T07:43:39.061	2021-10-22T07:44:47.951	sonar\sonar_4239.mp4	sonar\sonar_4239.txt	0	camera\cam1_4239.mp4	camera\cam1_4239.txt	camera\cam2_4239.mp4	camera\cam2_4239.txt
4240	1634888703.401	1634888773.511	2021-10-22T07:45:03.401	2021-10-22T07:46:13.511	sonar\sonar_4240.mp4	sonar\sonar_4240.txt	0	camera\cam1_4240.mp4	camera\cam1_4240.txt	camera\cam2_4240.mp4	camera\cam2_4240.txt
4241	1634888799.552	1634888870.892	2021-10-22T07:46:39.552	2021-10-22T07:47:50.892	sonar\sonar_4241.mp4	sonar\sonar_4241.txt	0	camera\cam1_4241.mp4	camera\cam1_4241.txt	camera\cam2_4241.mp4	camera\cam2_4241.txt
4242	1634889508.103	1634889575.023	2021-10-22T07:58:28.103	2021-10-22T07:59:35.023	sonar\sonar_4242.mp4	sonar\sonar_4242.txt	0	camera\cam1_4242.mp4	camera\cam1_4242.txt	camera\cam2_4242.mp4	camera\cam2_4242.txt
4243	1634889680.983	1634889747.003	2021-10-22T08:01:20.983	2021-10-22T08:02:27.003	sonar\sonar_4243.mp4	sonar\sonar_4243.txt	0	camera\cam1_4243.mp4	camera\cam1_4243.txt	camera\cam2_4243.mp4	camera\cam2_4243.txt
