sequenceNo	sequenceStartUnix	sequenceEndUnix	sequenceStartDate	sequenceEndDate	sonarFilePath	sonarFileTimestampsPath	mergingFrames	cam1FilePath	cam1FileTimestampsPath	cam2FilePath	cam2FileTimestampsPath
4244	1634890006.133	1634890075.623	2021-10-22T08:06:46.133	2021-10-22T08:07:55.623	sonar\sonar_4244.mp4	sonar\sonar_4244.txt	0	camera\cam1_4244.mp4	camera\cam1_4244.txt	camera\cam2_4244.mp4	camera\cam2_4244.txt
4245	1634890798.834	1634890890.404	2021-10-22T08:19:58.834	2021-10-22T08:21:30.404	sonar\sonar_4245.mp4	sonar\sonar_4245.txt	0	camera\cam1_4245.mp4	camera\cam1_4245.txt	camera\cam2_4245.mp4	camera\cam2_4245.txt
4246	1634890958.575	1634891023.725	2021-10-22T08:22:38.575	2021-10-22T08:23:43.725	sonar\sonar_4246.mp4	sonar\sonar_4246.txt	0	camera\cam1_4246.mp4	camera\cam1_4246.txt	camera\cam2_4246.mp4	camera\cam2_4246.txt
4247	1634891106.615	1634891176.065	2021-10-22T08:25:06.615	2021-10-22T08:26:16.065	sonar\sonar_4247.mp4	sonar\sonar_4247.txt	0	camera\cam1_4247.mp4	camera\cam1_4247.txt	camera\cam2_4247.mp4	camera\cam2_4247.txt
4248	1634891813.996	1634891959.586	2021-10-22T08:36:53.996	2021-10-22T08:39:19.586	sonar\sonar_4248.mp4	sonar\sonar_4248.txt	0	camera\cam1_4248.mp4	camera\cam1_4248.txt	camera\cam2_4248.mp4	camera\cam2_4248.txt
4249	1634892006.936	1634892080.646	2021-10-22T08:40:06.936	2021-10-22T08:41:20.646	sonar\sonar_4249.mp4	sonar\sonar_4249.txt	0	camera\cam1_4249.mp4	camera\cam1_4249.txt	camera\cam2_4249.mp4	camera\cam2_4249.txt
4250	1634892204.746	1634892272.926	2021-10-22T08:43:24.746	2021-10-22T08:44:32.926	sonar\sonar_4250.mp4	sonar\sonar_4250.txt	0	camera\cam1_4250.mp4	camera\cam1_4250.txt	camera\cam2_4250.mp4	camera\cam2_4250.txt
4251	1634893182.708	1634893248.898	2021-10-22T08:59:42.708	2021-10-22T09:00:48.898	sonar\sonar_4251.mp4	sonar\sonar_4251.txt	0	camera\cam1_4251.mp4	camera\cam1_4251.txt	camera\cam2_4251.mp4	camera\cam2_4251.txt
4252	1634893916.019	1634893995.329	2021-10-22T09:11:56.019	2021-10-22T09:13:15.329	sonar\sonar_4252.mp4	sonar\sonar_4252.txt	0	camera\cam1_4252.mp4	camera\cam1_4252.txt	camera\cam2_4252.mp4	camera\cam2_4252.txt
4253	1634894189.379	1634894260.199	2021-10-22T09:16:29.379	2021-10-22T09:17:40.199	sonar\sonar_4253.mp4	sonar\sonar_4253.txt	0	camera\cam1_4253.mp4	camera\cam1_4253.txt	camera\cam2_4253.mp4	camera\cam2_4253.txt
4254	1634894348.519	1634894418.629	2021-10-22T09:19:08.519	2021-10-22T09:20:18.629	sonar\sonar_4254.mp4	sonar\sonar_4254.txt	0	camera\cam1_4254.mp4	camera\cam1_4254.txt	camera\cam2_4254.mp4	camera\cam2_4254.txt
4255	1634894733.73	1634894804.67	2021-10-22T09:25:33.730	2021-10-22T09:26:44.670	sonar\sonar_4255.mp4	sonar\sonar_4255.txt	0	camera\cam1_4255.mp4	camera\cam1_4255.txt	camera\cam2_4255.mp4	camera\cam2_4255.txt
4256	1634898754.735	1634898823.275	2021-10-22T10:32:34.735	2021-10-22T10:33:43.275	sonar\sonar_4256.mp4	sonar\sonar_4256.txt	0	camera\cam1_4256.mp4	camera\cam1_4256.txt	camera\cam2_4256.mp4	camera\cam2_4256.txt
4257	1634898961.076	1634899068.746	2021-10-22T10:36:01.076	2021-10-22T10:37:48.746	sonar\sonar_4257.mp4	sonar\sonar_4257.txt	0	camera\cam1_4257.mp4	camera\cam1_4257.txt	camera\cam2_4257.mp4	camera\cam2_4257.txt
4258	1634899074.626	1634899142.286	2021-10-22T10:37:54.626	2021-10-22T10:39:02.286	sonar\sonar_4258.mp4	sonar\sonar_4258.txt	0	camera\cam1_4258.mp4	camera\cam1_4258.txt	camera\cam2_4258.mp4	camera\cam2_4258.txt
4259	1634899291.856	1634899402.426	2021-10-22T10:41:31.856	2021-10-22T10:43:22.426	sonar\sonar_4259.mp4	sonar\sonar_4259.txt	0	camera\cam1_4259.mp4	camera\cam1_4259.txt	camera\cam2_4259.mp4	camera\cam2_4259.txt
4260	1634899416.956	1634899489.276	2021-10-22T10:43:36.956	2021-10-22T10:44:49.276	sonar\sonar_4260.mp4	sonar\sonar_4260.txt	0	camera\cam1_4260.mp4	camera\cam1_4260.txt	camera\cam2_4260.mp4	camera\cam2_4260.txt
4261	1634899512.717	1634899602.167	2021-10-22T10:45:12.717	2021-10-22T10:46:42.167	sonar\sonar_4261.mp4	sonar\sonar_4261.txt	0	camera\cam1_4261.mp4	camera\cam1_4261.txt	camera\cam2_4261.mp4	camera\cam2_4261.txt
4262	1634900238.158	1634900375.828	2021-10-22T10:57:18.158	2021-10-22T10:59:35.828	sonar\sonar_4262.mp4	sonar\sonar_4262.txt	0	camera\cam1_4262.mp4	camera\cam1_4262.txt	camera\cam2_4262.mp4	camera\cam2_4262.txt
4263	1634900946.179	1634901013.929	2021-10-22T11:09:06.179	2021-10-22T11:10:13.929	sonar\sonar_4263.mp4	sonar\sonar_4263.txt	0	camera\cam1_4263.mp4	camera\cam1_4263.txt	camera\cam2_4263.mp4	camera\cam2_4263.txt
4264	1634901053.539	1634901118.579	2021-10-22T11:10:53.539	2021-10-22T11:11:58.579	sonar\sonar_4264.mp4	sonar\sonar_4264.txt	0	camera\cam1_4264.mp4	camera\cam1_4264.txt	camera\cam2_4264.mp4	camera\cam2_4264.txt
4265	1634901144.169	1634901381.309	2021-10-22T11:12:24.169	2021-10-22T11:16:21.309	sonar\sonar_4265.mp4	sonar\sonar_4265.txt	0	camera\cam1_4265.mp4	camera\cam1_4265.txt	camera\cam2_4265.mp4	camera\cam2_4265.txt
4266	1634901452.869	1634901533.259	2021-10-22T11:17:32.869	2021-10-22T11:18:53.259	sonar\sonar_4266.mp4	sonar\sonar_4266.txt	0	camera\cam1_4266.mp4	camera\cam1_4266.txt	camera\cam2_4266.mp4	camera\cam2_4266.txt
4267	1634901696.79	1634901784.66	2021-10-22T11:21:36.790	2021-10-22T11:23:04.660	sonar\sonar_4267.mp4	sonar\sonar_4267.txt	0	camera\cam1_4267.mp4	camera\cam1_4267.txt	camera\cam2_4267.mp4	camera\cam2_4267.txt
4268	1634903978.903	1634904053.153	2021-10-22T11:59:38.903	2021-10-22T12:00:53.153	sonar\sonar_4268.mp4	sonar\sonar_4268.txt	0	camera\cam1_4268.mp4	camera\cam1_4268.txt	camera\cam2_4268.mp4	camera\cam2_4268.txt
4269	1634905628.625	1634905719.125	2021-10-22T12:27:08.625	2021-10-22T12:28:39.125	sonar\sonar_4269.mp4	sonar\sonar_4269.txt	0	camera\cam1_4269.mp4	camera\cam1_4269.txt	camera\cam2_4269.mp4	camera\cam2_4269.txt
4270	1634905820.285	1634905889.375	2021-10-22T12:30:20.285	2021-10-22T12:31:29.375	sonar\sonar_4270.mp4	sonar\sonar_4270.txt	0	camera\cam1_4270.mp4	camera\cam1_4270.txt	camera\cam2_4270.mp4	camera\cam2_4270.txt
4271	1634906022.036	1634906091.856	2021-10-22T12:33:42.036	2021-10-22T12:34:51.856	sonar\sonar_4271.mp4	sonar\sonar_4271.txt	0	camera\cam1_4271.mp4	camera\cam1_4271.txt	camera\cam2_4271.mp4	camera\cam2_4271.txt
4272	1634906681.137	1634906774.267	2021-10-22T12:44:41.137	2021-10-22T12:46:14.267	sonar\sonar_4272.mp4	sonar\sonar_4272.txt	0	camera\cam1_4272.mp4	camera\cam1_4272.txt	camera\cam2_4272.mp4	camera\cam2_4272.txt
4273	1634907198.337	1634907321.547	2021-10-22T12:53:18.337	2021-10-22T12:55:21.547	sonar\sonar_4273.mp4	sonar\sonar_4273.txt	0	camera\cam1_4273.mp4	camera\cam1_4273.txt	camera\cam2_4273.mp4	camera\cam2_4273.txt
4274	1634919477.373	1634919552.073	2021-10-22T16:17:57.373	2021-10-22T16:19:12.073	sonar\sonar_4274.mp4	sonar\sonar_4274.txt	0	camera\cam1_4274.mp4	camera\cam1_4274.txt	camera\cam2_4274.mp4	camera\cam2_4274.txt
4275	1634919787.024	1634919863.634	2021-10-22T16:23:07.024	2021-10-22T16:24:23.634	sonar\sonar_4275.mp4	sonar\sonar_4275.txt	0	camera\cam1_4275.mp4	camera\cam1_4275.txt	camera\cam2_4275.mp4	camera\cam2_4275.txt
4276	1634967912.681	1634967980.401	2021-10-23T05:45:12.681	2021-10-23T05:46:20.401	sonar\sonar_4276.mp4	sonar\sonar_4276.txt	0	camera\cam1_4276.mp4	camera\cam1_4276.txt	camera\cam2_4276.mp4	camera\cam2_4276.txt
4277	1634968028.401	1634969892.863	2021-10-23T05:47:08.401	2021-10-23T06:18:12.863	sonar\sonar_4277.mp4	sonar\sonar_4277.txt	2230	camera\cam1_4277.mp4	camera\cam1_4277.txt	camera\cam2_4277.mp4	camera\cam2_4277.txt
4278	1634969916.333	1634970237.374	2021-10-23T06:18:36.333	2021-10-23T06:23:57.374	sonar\sonar_4278.mp4	sonar\sonar_4278.txt	0	camera\cam1_4278.mp4	camera\cam1_4278.txt	camera\cam2_4278.mp4	camera\cam2_4278.txt
4279	1634970274.784	1634971033.255	2021-10-23T06:24:34.784	2021-10-23T06:37:13.255	sonar\sonar_4279.mp4	sonar\sonar_4279.txt	358	camera\cam1_4279.mp4	camera\cam1_4279.txt	camera\cam2_4279.mp4	camera\cam2_4279.txt
4280	1634971060.615	1634971127.355	2021-10-23T06:37:40.615	2021-10-23T06:38:47.355	sonar\sonar_4280.mp4	sonar\sonar_4280.txt	0	camera\cam1_4280.mp4	camera\cam1_4280.txt	camera\cam2_4280.mp4	camera\cam2_4280.txt
4281	1634971205.755	1634971283.475	2021-10-23T06:40:05.755	2021-10-23T06:41:23.475	sonar\sonar_4281.mp4	sonar\sonar_4281.txt	0	camera\cam1_4281.mp4	camera\cam1_4281.txt	camera\cam2_4281.mp4	camera\cam2_4281.txt
4282	1634971306.905	1634971819.916	2021-10-23T06:41:46.905	2021-10-23T06:50:19.916	sonar\sonar_4282.mp4	sonar\sonar_4282.txt	0	camera\cam1_4282.mp4	camera\cam1_4282.txt	camera\cam2_4282.mp4	camera\cam2_4282.txt
4283	1634971839.216	1634971928.856	2021-10-23T06:50:39.216	2021-10-23T06:52:08.856	sonar\sonar_4283.mp4	sonar\sonar_4283.txt	0	camera\cam1_4283.mp4	camera\cam1_4283.txt	camera\cam2_4283.mp4	camera\cam2_4283.txt
4284	1634971950.826	1634972550.957	2021-10-23T06:52:30.826	2021-10-23T07:02:30.957	sonar\sonar_4284.mp4	sonar\sonar_4284.txt	1249	camera\cam1_4284.mp4	camera\cam1_4284.txt	camera\cam2_4284.mp4	camera\cam2_4284.txt
4285	1634972605.847	1634972690.257	2021-10-23T07:03:25.847	2021-10-23T07:04:50.257	sonar\sonar_4285.mp4	sonar\sonar_4285.txt	0	camera\cam1_4285.mp4	camera\cam1_4285.txt	camera\cam2_4285.mp4	camera\cam2_4285.txt
4286	1634972735.847	1634972839.247	2021-10-23T07:05:35.847	2021-10-23T07:07:19.247	sonar\sonar_4286.mp4	sonar\sonar_4286.txt	0	camera\cam1_4286.mp4	camera\cam1_4286.txt	camera\cam2_4286.mp4	camera\cam2_4286.txt
4287	1634972849.067	1634973013.628	2021-10-23T07:07:29.067	2021-10-23T07:10:13.628	sonar\sonar_4287.mp4	sonar\sonar_4287.txt	0	camera\cam1_4287.mp4	camera\cam1_4287.txt	camera\cam2_4287.mp4	camera\cam2_4287.txt
4288	1634973097.808	1634973283.098	2021-10-23T07:11:37.808	2021-10-23T07:14:43.098	sonar\sonar_4288.mp4	sonar\sonar_4288.txt	0	camera\cam1_4288.mp4	camera\cam1_4288.txt	camera\cam2_4288.mp4	camera\cam2_4288.txt
4289	1634974098.269	1634974165.309	2021-10-23T07:28:18.269	2021-10-23T07:29:25.309	sonar\sonar_4289.mp4	sonar\sonar_4289.txt	0	camera\cam1_4289.mp4	camera\cam1_4289.txt	camera\cam2_4289.mp4	camera\cam2_4289.txt
4290	1634977847.024	1634977935.045	2021-10-23T08:30:47.024	2021-10-23T08:32:15.045	sonar\sonar_4290.mp4	sonar\sonar_4290.txt	0	camera\cam1_4290.mp4	camera\cam1_4290.txt	camera\cam2_4290.mp4	camera\cam2_4290.txt
4291	1634978645.886	1634978746.936	2021-10-23T08:44:05.886	2021-10-23T08:45:46.936	sonar\sonar_4291.mp4	sonar\sonar_4291.txt	0	camera\cam1_4291.mp4	camera\cam1_4291.txt	camera\cam2_4291.mp4	camera\cam2_4291.txt
4292	1634979580.527	1634979646.307	2021-10-23T08:59:40.527	2021-10-23T09:00:46.307	sonar\sonar_4292.mp4	sonar\sonar_4292.txt	0	camera\cam1_4292.mp4	camera\cam1_4292.txt	camera\cam2_4292.mp4	camera\cam2_4292.txt
4293	1634979700.477	1634979766.227	2021-10-23T09:01:40.477	2021-10-23T09:02:46.227	sonar\sonar_4293.mp4	sonar\sonar_4293.txt	0	camera\cam1_4293.mp4	camera\cam1_4293.txt	camera\cam2_4293.mp4	camera\cam2_4293.txt
4294	1634980131.418	1634980252.228	2021-10-23T09:08:51.418	2021-10-23T09:10:52.228	sonar\sonar_4294.mp4	sonar\sonar_4294.txt	0	camera\cam1_4294.mp4	camera\cam1_4294.txt	camera\cam2_4294.mp4	camera\cam2_4294.txt
4295	1634980457.908	1634980526.598	2021-10-23T09:14:17.908	2021-10-23T09:15:26.598	sonar\sonar_4295.mp4	sonar\sonar_4295.txt	0	camera\cam1_4295.mp4	camera\cam1_4295.txt	camera\cam2_4295.mp4	camera\cam2_4295.txt
4296	1634982063	1634982168.64	2021-10-23T09:41:03.000	2021-10-23T09:42:48.640	sonar\sonar_4296.mp4	sonar\sonar_4296.txt	0	camera\cam1_4296.mp4	camera\cam1_4296.txt	camera\cam2_4296.mp4	camera\cam2_4296.txt
4297	1634982259.381	1634982592.891	2021-10-23T09:44:19.381	2021-10-23T09:49:52.891	sonar\sonar_4297.mp4	sonar\sonar_4297.txt	0	camera\cam1_4297.mp4	camera\cam1_4297.txt	camera\cam2_4297.mp4	camera\cam2_4297.txt
4298	1634983053.642	1634983136.302	2021-10-23T09:57:33.642	2021-10-23T09:58:56.302	sonar\sonar_4298.mp4	sonar\sonar_4298.txt	0	camera\cam1_4298.mp4	camera\cam1_4298.txt	camera\cam2_4298.mp4	camera\cam2_4298.txt
4299	1634983608.813	1634983681.763	2021-10-23T10:06:48.813	2021-10-23T10:08:01.763	sonar\sonar_4299.mp4	sonar\sonar_4299.txt	0	camera\cam1_4299.mp4	camera\cam1_4299.txt	camera\cam2_4299.mp4	camera\cam2_4299.txt
4300	1634983903.273	1634984008.573	2021-10-23T10:11:43.273	2021-10-23T10:13:28.573	sonar\sonar_4300.mp4	sonar\sonar_4300.txt	0	camera\cam1_4300.mp4	camera\cam1_4300.txt	camera\cam2_4300.mp4	camera\cam2_4300.txt
4301	1634984447.864	1634984531.984	2021-10-23T10:20:47.864	2021-10-23T10:22:11.984	sonar\sonar_4301.mp4	sonar\sonar_4301.txt	0	camera\cam1_4301.mp4	camera\cam1_4301.txt	camera\cam2_4301.mp4	camera\cam2_4301.txt
4302	1634984706.014	1634984795.314	2021-10-23T10:25:06.014	2021-10-23T10:26:35.314	sonar\sonar_4302.mp4	sonar\sonar_4302.txt	0	camera\cam1_4302.mp4	camera\cam1_4302.txt	camera\cam2_4302.mp4	camera\cam2_4302.txt
4303	1634985070.795	1634985283.315	2021-10-23T10:31:10.795	2021-10-23T10:34:43.315	sonar\sonar_4303.mp4	sonar\sonar_4303.txt	0	camera\cam1_4303.mp4	camera\cam1_4303.txt	camera\cam2_4303.mp4	camera\cam2_4303.txt
4304	1634985428.665	1634985596.915	2021-10-23T10:37:08.665	2021-10-23T10:39:56.915	sonar\sonar_4304.mp4	sonar\sonar_4304.txt	0	camera\cam1_4304.mp4	camera\cam1_4304.txt	camera\cam2_4304.mp4	camera\cam2_4304.txt
4305	1634985634.725	1634985702.285	2021-10-23T10:40:34.725	2021-10-23T10:41:42.285	sonar\sonar_4305.mp4	sonar\sonar_4305.txt	0	camera\cam1_4305.mp4	camera\cam1_4305.txt	camera\cam2_4305.mp4	camera\cam2_4305.txt
4306	1634985738.496	1634985804.096	2021-10-23T10:42:18.496	2021-10-23T10:43:24.096	sonar\sonar_4306.mp4	sonar\sonar_4306.txt	0	camera\cam1_4306.mp4	camera\cam1_4306.txt	camera\cam2_4306.mp4	camera\cam2_4306.txt
4307	1634985991.246	1634986125.316	2021-10-23T10:46:31.246	2021-10-23T10:48:45.316	sonar\sonar_4307.mp4	sonar\sonar_4307.txt	0	camera\cam1_4307.mp4	camera\cam1_4307.txt	camera\cam2_4307.mp4	camera\cam2_4307.txt
4308	1634986131.356	1634986201.156	2021-10-23T10:48:51.356	2021-10-23T10:50:01.156	sonar\sonar_4308.mp4	sonar\sonar_4308.txt	0	camera\cam1_4308.mp4	camera\cam1_4308.txt	camera\cam2_4308.mp4	camera\cam2_4308.txt
4309	1634986238.236	1634986374.786	2021-10-23T10:50:38.236	2021-10-23T10:52:54.786	sonar\sonar_4309.mp4	sonar\sonar_4309.txt	0	camera\cam1_4309.mp4	camera\cam1_4309.txt	camera\cam2_4309.mp4	camera\cam2_4309.txt
4310	1634987642.358	1634987769.798	2021-10-23T11:14:02.358	2021-10-23T11:16:09.798	sonar\sonar_4310.mp4	sonar\sonar_4310.txt	0	camera\cam1_4310.mp4	camera\cam1_4310.txt	camera\cam2_4310.mp4	camera\cam2_4310.txt
4311	1634987784.858	1634987863.508	2021-10-23T11:16:24.858	2021-10-23T11:17:43.508	sonar\sonar_4311.mp4	sonar\sonar_4311.txt	0	camera\cam1_4311.mp4	camera\cam1_4311.txt	camera\cam2_4311.mp4	camera\cam2_4311.txt
4312	1634988051.159	1634988139.579	2021-10-23T11:20:51.159	2021-10-23T11:22:19.579	sonar\sonar_4312.mp4	sonar\sonar_4312.txt	0	camera\cam1_4312.mp4	camera\cam1_4312.txt	camera\cam2_4312.mp4	camera\cam2_4312.txt
4313	1634988320.739	1634988627.739	2021-10-23T11:25:20.739	2021-10-23T11:30:27.739	sonar\sonar_4313.mp4	sonar\sonar_4313.txt	0	camera\cam1_4313.mp4	camera\cam1_4313.txt	camera\cam2_4313.mp4	camera\cam2_4313.txt
4314	1634988868.56	1634989110.04	2021-10-23T11:34:28.560	2021-10-23T11:38:30.040	sonar\sonar_4314.mp4	sonar\sonar_4314.txt	398	camera\cam1_4314.mp4	camera\cam1_4314.txt	camera\cam2_4314.mp4	camera\cam2_4314.txt
4315	1634989258.96	1634989727.321	2021-10-23T11:40:58.960	2021-10-23T11:48:47.321	sonar\sonar_4315.mp4	sonar\sonar_4315.txt	0	camera\cam1_4315.mp4	camera\cam1_4315.txt	camera\cam2_4315.mp4	camera\cam2_4315.txt
4316	1634989870.231	1634990134.912	2021-10-23T11:51:10.231	2021-10-23T11:55:34.912	sonar\sonar_4316.mp4	sonar\sonar_4316.txt	0	camera\cam1_4316.mp4	camera\cam1_4316.txt	camera\cam2_4316.mp4	camera\cam2_4316.txt
4317	1634990240.432	1634990409.172	2021-10-23T11:57:20.432	2021-10-23T12:00:09.172	sonar\sonar_4317.mp4	sonar\sonar_4317.txt	0	camera\cam1_4317.mp4	camera\cam1_4317.txt	camera\cam2_4317.mp4	camera\cam2_4317.txt
4318	1634990637.132	1634990856.713	2021-10-23T12:03:57.132	2021-10-23T12:07:36.713	sonar\sonar_4318.mp4	sonar\sonar_4318.txt	0	camera\cam1_4318.mp4	camera\cam1_4318.txt	camera\cam2_4318.mp4	camera\cam2_4318.txt
4319	1634990865.863	1634991053.463	2021-10-23T12:07:45.863	2021-10-23T12:10:53.463	sonar\sonar_4319.mp4	sonar\sonar_4319.txt	0	camera\cam1_4319.mp4	camera\cam1_4319.txt	camera\cam2_4319.mp4	camera\cam2_4319.txt
4320	1634991059.923	1634991294.893	2021-10-23T12:10:59.923	2021-10-23T12:14:54.893	sonar\sonar_4320.mp4	sonar\sonar_4320.txt	0	camera\cam1_4320.mp4	camera\cam1_4320.txt	camera\cam2_4320.mp4	camera\cam2_4320.txt
4321	1634991313.133	1634991404.063	2021-10-23T12:15:13.133	2021-10-23T12:16:44.063	sonar\sonar_4321.mp4	sonar\sonar_4321.txt	0	camera\cam1_4321.mp4	camera\cam1_4321.txt	camera\cam2_4321.mp4	camera\cam2_4321.txt
4322	1634991486.294	1634991551.924	2021-10-23T12:18:06.294	2021-10-23T12:19:11.924	sonar\sonar_4322.mp4	sonar\sonar_4322.txt	0	camera\cam1_4322.mp4	camera\cam1_4322.txt	camera\cam2_4322.mp4	camera\cam2_4322.txt
4323	1634991592.884	1634991680.594	2021-10-23T12:19:52.884	2021-10-23T12:21:20.594	sonar\sonar_4323.mp4	sonar\sonar_4323.txt	0	camera\cam1_4323.mp4	camera\cam1_4323.txt	camera\cam2_4323.mp4	camera\cam2_4323.txt
4324	1634991818.974	1634992088.194	2021-10-23T12:23:38.974	2021-10-23T12:28:08.194	sonar\sonar_4324.mp4	sonar\sonar_4324.txt	0	camera\cam1_4324.mp4	camera\cam1_4324.txt	camera\cam2_4324.mp4	camera\cam2_4324.txt
4325	1634992221.525	1634992559.525	2021-10-23T12:30:21.525	2021-10-23T12:35:59.525	sonar\sonar_4325.mp4	sonar\sonar_4325.txt	0	camera\cam1_4325.mp4	camera\cam1_4325.txt	camera\cam2_4325.mp4	camera\cam2_4325.txt
4326	1634992662.135	1634993052.036	2021-10-23T12:37:42.135	2021-10-23T12:44:12.036	sonar\sonar_4326.mp4	sonar\sonar_4326.txt	45	camera\cam1_4326.mp4	camera\cam1_4326.txt	camera\cam2_4326.mp4	camera\cam2_4326.txt
4327	1634993157.466	1634993413.766	2021-10-23T12:45:57.466	2021-10-23T12:50:13.766	sonar\sonar_4327.mp4	sonar\sonar_4327.txt	0	camera\cam1_4327.mp4	camera\cam1_4327.txt	camera\cam2_4327.mp4	camera\cam2_4327.txt
4328	1634993485.426	1634993909.957	2021-10-23T12:51:25.426	2021-10-23T12:58:29.957	sonar\sonar_4328.mp4	sonar\sonar_4328.txt	0	camera\cam1_4328.mp4	camera\cam1_4328.txt	camera\cam2_4328.mp4	camera\cam2_4328.txt
4329	1634993929.017	1634994006.687	2021-10-23T12:58:49.017	2021-10-23T13:00:06.687	sonar\sonar_4329.mp4	sonar\sonar_4329.txt	0	camera\cam1_4329.mp4	camera\cam1_4329.txt	camera\cam2_4329.mp4	camera\cam2_4329.txt
4330	1634994176.167	1634994452.578	2021-10-23T13:02:56.167	2021-10-23T13:07:32.578	sonar\sonar_4330.mp4	sonar\sonar_4330.txt	0	camera\cam1_4330.mp4	camera\cam1_4330.txt	camera\cam2_4330.mp4	camera\cam2_4330.txt
4331	1634994733.118	1634994855.668	2021-10-23T13:12:13.118	2021-10-23T13:14:15.668	sonar\sonar_4331.mp4	sonar\sonar_4331.txt	0	camera\cam1_4331.mp4	camera\cam1_4331.txt	camera\cam2_4331.mp4	camera\cam2_4331.txt
4332	1634995042.699	1634995156.219	2021-10-23T13:17:22.699	2021-10-23T13:19:16.219	sonar\sonar_4332.mp4	sonar\sonar_4332.txt	0	camera\cam1_4332.mp4	camera\cam1_4332.txt	camera\cam2_4332.mp4	camera\cam2_4332.txt
4333	1634995205.929	1634995286.939	2021-10-23T13:20:05.929	2021-10-23T13:21:26.939	sonar\sonar_4333.mp4	sonar\sonar_4333.txt	0	camera\cam1_4333.mp4	camera\cam1_4333.txt	camera\cam2_4333.mp4	camera\cam2_4333.txt
4334	1634995469.029	1634995598.749	2021-10-23T13:24:29.029	2021-10-23T13:26:38.749	sonar\sonar_4334.mp4	sonar\sonar_4334.txt	0	camera\cam1_4334.mp4	camera\cam1_4334.txt	camera\cam2_4334.mp4	camera\cam2_4334.txt
4335	1634995921.86	1634995993.6	2021-10-23T13:32:01.860	2021-10-23T13:33:13.600	sonar\sonar_4335.mp4	sonar\sonar_4335.txt	0	camera\cam1_4335.mp4	camera\cam1_4335.txt	camera\cam2_4335.mp4	camera\cam2_4335.txt
4336	1634996024.4	1634996208.79	2021-10-23T13:33:44.400	2021-10-23T13:36:48.790	sonar\sonar_4336.mp4	sonar\sonar_4336.txt	0	camera\cam1_4336.mp4	camera\cam1_4336.txt	camera\cam2_4336.mp4	camera\cam2_4336.txt
4337	1634996383.12	1634996469.62	2021-10-23T13:39:43.120	2021-10-23T13:41:09.620	sonar\sonar_4337.mp4	sonar\sonar_4337.txt	42	camera\cam1_4337.mp4	camera\cam1_4337.txt	camera\cam2_4337.mp4	camera\cam2_4337.txt
4338	1634996835.341	1634996933.711	2021-10-23T13:47:15.341	2021-10-23T13:48:53.711	sonar\sonar_4338.mp4	sonar\sonar_4338.txt	0	camera\cam1_4338.mp4	camera\cam1_4338.txt	camera\cam2_4338.mp4	camera\cam2_4338.txt
4339	1634997030.421	1634997154.061	2021-10-23T13:50:30.421	2021-10-23T13:52:34.061	sonar\sonar_4339.mp4	sonar\sonar_4339.txt	0	camera\cam1_4339.mp4	camera\cam1_4339.txt	camera\cam2_4339.mp4	camera\cam2_4339.txt
4340	1634997168.402	1634997299.002	2021-10-23T13:52:48.402	2021-10-23T13:54:59.002	sonar\sonar_4340.mp4	sonar\sonar_4340.txt	0	camera\cam1_4340.mp4	camera\cam1_4340.txt	camera\cam2_4340.mp4	camera\cam2_4340.txt
4341	1634997453.112	1634997631.362	2021-10-23T13:57:33.112	2021-10-23T14:00:31.362	sonar\sonar_4341.mp4	sonar\sonar_4341.txt	0	camera\cam1_4341.mp4	camera\cam1_4341.txt	camera\cam2_4341.mp4	camera\cam2_4341.txt
4342	1634997635.772	1634997708.722	2021-10-23T14:00:35.772	2021-10-23T14:01:48.722	sonar\sonar_4342.mp4	sonar\sonar_4342.txt	0	camera\cam1_4342.mp4	camera\cam1_4342.txt	camera\cam2_4342.mp4	camera\cam2_4342.txt
4343	1634997736.212	1634997959.393	2021-10-23T14:02:16.212	2021-10-23T14:05:59.393	sonar\sonar_4343.mp4	sonar\sonar_4343.txt	0	camera\cam1_4343.mp4	camera\cam1_4343.txt	camera\cam2_4343.mp4	camera\cam2_4343.txt
4344	1634997964.513	1634998074.963	2021-10-23T14:06:04.513	2021-10-23T14:07:54.963	sonar\sonar_4344.mp4	sonar\sonar_4344.txt	0	camera\cam1_4344.mp4	camera\cam1_4344.txt	camera\cam2_4344.mp4	camera\cam2_4344.txt
4345	1634998076.053	1634998143.043	2021-10-23T14:07:56.053	2021-10-23T14:09:03.043	sonar\sonar_4345.mp4	sonar\sonar_4345.txt	0	camera\cam1_4345.mp4	camera\cam1_4345.txt	camera\cam2_4345.mp4	camera\cam2_4345.txt
4346	1634998420.273	1634998505.823	2021-10-23T14:13:40.273	2021-10-23T14:15:05.823	sonar\sonar_4346.mp4	sonar\sonar_4346.txt	0	camera\cam1_4346.mp4	camera\cam1_4346.txt	camera\cam2_4346.mp4	camera\cam2_4346.txt
4347	1634998634.764	1634998700.984	2021-10-23T14:17:14.764	2021-10-23T14:18:20.984	sonar\sonar_4347.mp4	sonar\sonar_4347.txt	0	camera\cam1_4347.mp4	camera\cam1_4347.txt	camera\cam2_4347.mp4	camera\cam2_4347.txt
4348	1634998800.604	1634998893.344	2021-10-23T14:20:00.604	2021-10-23T14:21:33.344	sonar\sonar_4348.mp4	sonar\sonar_4348.txt	0	camera\cam1_4348.mp4	camera\cam1_4348.txt	camera\cam2_4348.mp4	camera\cam2_4348.txt
